Date,Atlanta,Boston,Chicago,Cleveland,Dallas,Kansas,Minneapolis,New York,Philadelphia,Richmond,St. Louis,Total,San Francisco
2010-09-30,157967,61022,131447,53753,89738,58257,26090,1129419,79184,262871,40457,2301963,211758
2010-08-05,164653,52847,122308,60859,89852,57652,40057,1155662,74639,255765,40549,2329969,215127
2010-08-12,162492,52867,121812,61908,89865,55453,40485,1162140,76491,253160,41173,2331004,213159
2010-08-19,158952,56374,123798,59526,89699,54827,40382,1151790,77581,253044,41307,2317171,209891
2010-08-26,159194,59041,124000,59193,90484,55958,39680,1127173,76315,260144,41310,2304461,211968
2010-07-01,157954,54923,129321,60828,86577,53282,42058,1158701,67385,246700,39517,2334346,237101
2010-07-08,159574,51246,119950,61383,84358,52451,43363,1145549,68812,283889,40273,2335553,224706
2010-07-15,159793,45778,119843,60046,85779,51231,42332,1156500,70192,281738,39945,2344195,231020
2010-07-22,156575,49290,120012,55812,86508,51341,42022,1188980,72235,249495,39335,2335787,224183
2010-07-29,159402,53505,118211,58195,87533,53391,41354,1179516,72427,255591,38984,2328769,210660
2010-06-03,159085,49408,122409,63689,79205,55445,47854,1147388,73252,288093,40248,2339767,213691
2010-06-10,159678,47544,124754,63810,79349,53348,45289,1141115,71742,293167,40773,2335023,214453
2010-06-17,157649,50602,121076,62495,79833,52451,44551,1118365,72243,319217,40109,2347795,229203
2010-06-24,155593,44820,121778,60034,79561,50347,43098,1159969,68751,293623,39338,2347962,231052
2010-05-06,156311,49842,121197,60532,75757,53841,52592,1151194,72191,291231,39987,2329671,204995
2010-05-13,157037,45713,119197,61911,75905,52284,52961,1123921,75668,330985,39963,2339587,204042
2010-05-20,153368,45649,121873,57530,75946,52031,51444,1163721,74554,310544,39292,2354408,208456
2010-05-27,158358,46845,121479,60207,77006,51440,48330,1126716,73111,323063,39186,2337546,211805
2010-04-01,155593,63209,134993,62176,78461,55725,34856,1156216,76808,230008,41073,2310584,221466
2010-04-08,158813,50075,123165,60707,76336,57030,34350,1084657,77803,328746,42923,2311014,216410
2010-04-15,158448,49461,125521,62635,76187,55548,53413,1110661,74472,306633,42329,2342800,227493
2010-04-22,149527,55402,121141,57711,75559,53539,52428,1151500,73769,295997,40660,2341070,213836
2010-04-29,152518,53647,121357,56974,75555,51371,51874,1154161,70370,307347,39044,2333967,199748
2010-03-04,156628,45250,123619,61671,74947,59862,24602,1099356,82050,302804,43994,2283601,208818
2010-03-11,157829,47154,125531,64029,76176,58316,24599,1091880,82216,307552,43512,2285916,207123
2010-03-18,159535,49235,125668,65003,74555,57872,28634,1118624,81991,287875,42434,2311450,220025
2010-03-25,158162,49230,125995,64947,74691,56530,27119,1124951,81634,298662,41188,2316574,213464
2010-02-04,150679,47051,119801,59035,70952,55701,23781,1164921,75288,264714,41522,2252828,179385
2010-02-11,154796,44969,121034,57741,71997,56987,24167,1147527,78219,272885,43177,2260119,186620
2010-02-18,157587,46924,121664,56807,72441,55697,24110,1131214,79636,285604,44339,2281313,205290
2010-02-25,154577,47465,124844,56153,73016,55757,24202,1140652,80004,286202,42682,2289659,204104
2010-01-07,149785,48595,119037,57074,69075,54723,23765,1152425,73621,257883,41626,2238865,191256
2010-01-14,153495,48157,119929,56880,69712,50412,23688,1180330,75251,271160,42507,2295331,203810
2010-01-21,150175,53248,116322,51589,69943,50701,23824,1194144,73619,250474,41584,2255500,179876
2010-01-28,149548,52936,115067,51988,70254,49672,23358,1154890,74647,286371,40578,2250343,181034
2009-12-03,157051,64498,117655,58953,73305,57901,23612,1016284,62065,328999,39974,2207592,207295
2009-12-10,157664,63516,118003,60222,69097,55973,23904,1024707,62260,306573,40654,2189965,207392
2009-12-17,161612,64671,120571,61068,72227,55430,23927,1049259,65222,296694,41936,2239241,226622
2009-12-28,160058,50359,122223,62995,72999,53742,24243,1098163,72707,272038,40503,2239255,209227
2009-12-31,148464,51871,118645,56368,73476,50413,23813,1141985,70937,269151,39155,2237500,193221
2009-11-05,157721,56908,114691,59403,72036,55744,23093,1000429,63765,319315,37613,2168501,207783
2009-11-12,159052,52339,115304,57635,73434,54510,23185,987240,63832,321921,37698,2138533,192382
2009-11-19,152256,61687,115808,56379,71642,53442,23444,1072553,63929,309604,38045,2212219,193430
2009-11-27,153970,60461,118557,61080,72303,54810,23643,1035477,62459,330628,39293,2209799,197118
2009-10-01,150678,66236,121168,54019,70735,47815,22642,1121587,60473,214600,36729,2144439,177757
2009-10-08,156588,55840,110636,62095,69216,48178,22720,1067505,60167,280667,37851,2141717,170252
2009-10-15,154950,58132,110356,64587,69225,46573,22956,1072141,66117,304775,37691,2196750,189247
2009-10-22,150925,58707,110277,62719,70300,51431,23315,1107645,63754,291849,36829,2204600,176849
2009-10-29,153789,54988,111047,60986,69983,49429,23073,1066043,61916,299662,36918,2164970,177135
2009-09-03,152142,48617,110667,60040,65892,46656,22940,1045139,57432,270104,36403,2087083,171051
2009-09-10,153608,53857,110602,59651,66789,46582,23272,1029845,56969,277777,37636,2091559,174971
2009-09-17,154192,60955,113672,56657,67347,45819,22606,1069898,57798,283721,37465,2143373,173244
2009-09-24,153006,63402,113987,54995,69496,45137,22607,1116702,57772,260290,36709,2162031,167927
2009-08-06,150550,53171,109164,68616,66189,46653,22453,965021,58760,249535,36282,1992185,165790
2009-08-13,150659,48945,105854,64990,65517,43468,22115,999028,57583,259071,37181,2017933,163522
2009-08-20,147928,53063,104050,60031,67386,42855,22338,1056135,56885,253715,36231,2064431,163816
2009-08-27,152244,53786,109564,62091,65408,43457,22507,1040493,56133,268747,36814,2078494,167249
2009-07-02,142789,64954,112537,71724,64476,52116,22590,982207,55733,237793,35522,2007997,165557
2009-07-09,146951,50116,108075,67162,65822,49011,22789,978314,55601,249423,35658,1994902,165981
2009-07-16,149694,57896,114149,68112,66442,51438,22545,1008049,57862,271391,36485,2075217,171152
2009-07-23,145368,49963,109688,65972,68036,46234,22257,1033452,54659,243597,35255,2041871,167390
2009-07-30,148340,56255,108763,65898,65823,45088,22339,984829,55448,250245,35140,2003472,165304
2009-06-04,153312,81773,105063,78035,62620,55541,23089,974194,59757,255630,36897,2079783,193873
2009-06-11,145720,78682,104895,79846,62906,50022,22634,973260,58597,253736,36160,2054157,187698
2009-06-18,148293,69227,103964,79150,63586,48632,22528,1011323,58927,248662,36077,2074650,184281
2009-06-25,145514,68923,110628,71437,62679,45669,22408,1008643,54871,219531,34679,2027584,182603
2009-05-07,141808,83626,102076,68518,60711,52502,22049,1037813,60476,221533,36244,2081951,194593
2009-05-14,151511,93089,104738,76266,60901,53048,22198,1066264,61934,256070,36404,2198367,215945
2009-05-21,150195,92286,105283,71641,61474,52161,22038,1060715,59931,264587,34943,2183514,208261
2009-05-28,152506,84913,104996,74234,62169,51303,22584,975849,58292,256763,35236,2082185,203339
2009-04-02,141063,82421,105777,79253,63553,53641,22947,992772,62064,245087,35427,2080889,196884
2009-04-09,142712,84370,107055,77523,61738,54315,23154,1003125,62924,244321,36578,2090416,192601
2009-04-16,149225,85331,108199,76678,63135,52018,23251,1062069,64407,260205,36670,2188487,207300
2009-04-23,143820,83822,106110,66761,60534,49688,21708,1123456,59032,251903,34125,2198613,197653
2009-04-30,150480,81343,102810,65686,59323,47663,21785,1026093,59837,229890,34491,2068568,189168
2009-03-05,136888,59689,105238,70276,58233,51208,21121,933774,59704,198341,35498,1903314,173345
2009-03-12,136919,56507,105569,71055,57984,49104,22273,923318,59591,210345,34551,1901441,174223
2009-03-19,139543,76588,109327,69187,59846,47893,23248,1049860,59176,223744,33773,2068950,176766
2009-03-26,141052,77427,105429,74145,60990,53512,23044,1045888,61063,214733,33809,2073518,182426
2009-02-05,139906,55796,100783,88111,51538,40420,19152,963077,54459,136571,35799,1853278,167665
2009-02-12,138134,55365,98398,88943,55390,39500,19081,976037,54690,116414,35512,1845196,167732
2009-02-19,136059,62957,101268,87864,55937,45801,18872,968454,55199,182235,35181,1917689,167862
2009-02-26,136228,72518,100285,73940,58484,46446,19776,957685,55420,191978,33993,1917927,171174
2009-01-02,142607,88767,121492,96428,52975,41219,19074,1280188,56101,124258,35138,2266302,0
2009-01-08,140748,73163,118491,88668,49162,38327,19371,1166239,56344,170943,36673,2141053,0
2009-01-15,138857,71510,113380,83247,47028,37903,18872,1093697,55509,173189,35210,2058852,190452
2009-01-22,135823,62435,106563,85149,47085,36938,18658,1087828,54648,197802,34766,2042517,174822
2009-01-29,135161,53450,107037,81563,47091,39254,18862,1025452,55562,159451,34244,1928904,171776
2008-12-04,128129,76337,107000,74544,46233,41533,18974,1202518,54314,190602,32332,2138969,166454
2008-12-11,132715,101162,119329,84102,48372,44739,18855,1304912,51936,122417,32327,2262784,201920
2008-12-18,141460,87134,109926,82591,46138,40961,18237,1302741,53099,184528,31422,2312280,0
2008-12-29,142316,73118,109471,83854,48676,42846,19227,1293150,55113,146082,35717,2259259,0
2008-11-06,113935,78420,93838,62882,42576,35230,18693,1242919,49552,182288,33227,2076260,122700
2008-11-13,118373,72730,102909,71046,43533,36485,18878,1325616,51604,210767,32291,2214932,130698
2008-11-20,125706,75127,102338,68749,45521,37184,18928,1280230,52100,214803,31972,2189144,136487
2008-11-28,127517,75884,103211,71554,45714,42540,18887,1195578,54244,185305,32159,2109580,156985
2008-10-02,106049,82246,83044,43671,39362,34378,17746,818312,45341,99740,31208,1499203,98107
2008-10-09,105678,81224,81030,39889,37366,33471,17802,910699,44988,111435,30643,1593561,99336
2008-10-16,110675,76475,86494,45037,39538,35768,19415,1037903,48322,133212,33054,1773255,107362
2008-10-23,110742,71304,83857,43855,40053,33507,18443,1062497,48193,156427,31918,1804643,103847
2008-10-30,111048,85912,86851,55139,41199,37549,18220,1175914,51862,164659,32847,1971038,109838
2008-09-04,101439,36563,75824,37508,35278,30230,17035,328069,42175,84535,29276,906404,88473
2008-09-11,101740,36882,78406,36966,35528,30228,16911,339160,42473,89862,29217,924865,87490
2008-09-18,100373,62383,77514,36720,35521,30121,16930,390358,41766,88087,29032,996066,87263
2008-09-25,105384,66222,79045,41010,38404,32257,17541,571760,43849,92001,30350,1214386,96563
2008-08-07,99518,36488,77014,37807,35148,31025,17119,325162,41103,83885,29468,902471,88735
2008-08-14,99287,37373,79045,36958,34948,30596,17112,328869,43486,86761,29392,912859,89031
2008-08-21,99452,35897,76240,36692,34663,30504,16996,325783,40843,83587,29296,898201,88249
2008-08-28,101070,36535,76863,37707,34844,30158,16853,328153,41442,88844,29008,909552,88076
2008-07-03,97770,37601,78153,37580,36053,31011,17292,320982,42221,88040,29414,906398,90279
2008-07-10,98050,37400,78135,37847,35612,30977,17250,320013,41286,84848,29559,900448,89471
2008-07-17,98580,36906,80756,37925,35652,30948,17359,324940,44127,87559,29577,913582,89254
2008-07-24,99794,36474,77062,37078,35373,30768,17126,325256,40688,83617,29304,900819,88279
2008-07-31,100001,37119,79401,37920,35636,30982,17091,331836,40979,88830,29492,919035,89747
2008-06-05,96145,37164,79218,37603,35472,30829,17387,317503,41736,85020,29277,897545,90190
2008-06-12,95594,36926,78228,37415,35375,30808,17500,315152,40810,85993,29221,892522,89501
2008-06-19,95940,37329,78550,37410,35835,31157,17308,323467,41732,86357,29422,903949,89441
2008-06-26,97699,37120,77692,37173,35733,30938,17174,318523,40615,83393,29300,894695,89335
2008-05-01,90346,37265,78062,36645,34544,31273,18331,317593,39974,84531,29442,889630,91624
2008-05-08,90373,37331,79891,37098,34976,30938,17844,318371,40058,82701,29512,890150,91057
2008-05-15,91434,37289,78152,36842,34861,31067,17789,311114,40146,82661,29512,881181,90314
2008-05-22,97141,37686,79310,36770,35047,30543,17274,323877,40951,83683,29027,900675,89368
2008-05-29,97185,37463,78248,37621,35603,31002,17392,325269,40571,85893,29592,906690,90851
2008-04-03,89603,37431,77931,36800,34659,31602,18359,316184,40269,80641,29992,885991,92520
2008-04-10,88776,39026,80169,37355,34382,31423,17984,320757,42327,81457,29827,895493,92009
2008-04-17,88460,37349,78107,37190,34579,31531,18026,316949,40156,81138,29702,884725,91539
2008-04-24,91450,37563,77798,37413,34565,32132,17675,319668,39692,80485,29440,888512,90631
2008-03-06,86252,37631,77944,36788,35762,32074,18131,315351,39990,80988,30462,884316,92944
2008-03-13,87468,39045,78689,37950,35816,31981,18470,324535,40611,81523,30345,899481,93047
2008-03-20,87975,38096,78512,37546,34834,32237,18204,318750,40157,81383,30368,891166,93103
2008-03-27,90226,37683,78557,36804,36434,31739,18058,322559,40600,81325,29905,896239,92349
2008-02-07,81617,37127,78205,36130,35255,32030,18172,310882,39875,81381,30782,873873,92419
2008-02-14,82796,37772,79454,36785,35631,32219,18112,315750,40369,82903,30952,885636,92893
2008-02-21,82742,37959,78941,36774,35941,32528,18264,311700,40548,82019,30972,882555,94168
2008-02-28,86329,37583,78678,36723,35597,32007,18171,326589,40022,81319,30499,897068,93551
2008-01-03,81301,40281,82716,39149,36563,33124,19830,327749,44941,90404,31846,926573,98668
2008-01-10,79858,37616,79112,37305,34895,32530,18554,314362,40652,83950,31190,884568,94542
2008-01-17,80755,39201,80598,37669,35753,33153,18818,321946,40568,82470,31514,897494,95048
2008-01-24,82919,37498,78854,36660,34744,32256,18350,311907,40118,83261,30846,880995,93582
2008-01-31,82971,38180,79821,36773,35105,32227,20199,331505,39640,83193,30650,903601,93336
2007-12-06,78309,37485,74445,36769,35778,32244,17792,321583,40125,85221,31154,886865,95958
2007-12-13,77227,37641,77133,36972,35834,32493,18401,317508,40422,85034,31466,885783,95651
2007-12-20,81050,38171,79585,37507,35922,32760,18713,314574,40950,85441,31529,891985,95783
2007-12-27,81438,38044,80061,37831,36427,32896,18655,315490,40840,84034,31722,894314,96875
2007-11-01,82099,36642,72972,35226,34915,29072,16351,330466,39789,84186,30230,887589,95639
2007-11-08,82005,36373,73278,35669,35107,29208,17358,330896,39843,83575,30793,890061,95956
2007-11-15,81429,37389,74147,36627,35908,29658,17974,325567,40071,87999,30923,894314,96621
2007-11-23,80700,37485,73948,36887,35922,32016,17838,326270,39732,86705,30848,895039,96689
2007-11-29,79067,37132,73494,36201,35532,32081,17610,322575,39861,83372,30727,883324,95671
2007-10-04,84220,35217,72007,34529,34921,28718,16101,323315,39064,82118,27339,873589,96040
2007-10-11,84315,36529,73056,35724,35288,28960,16412,325476,40218,89602,27430,891719,98709
2007-10-18,83051,36191,72619,34792,34673,28774,16165,322756,39457,82481,27220,873808,95628
2007-10-25,82741,36803,72567,35978,34914,29012,16150,329006,39955,84263,28551,885556,95618
2007-09-06,86108,35858,72791,34958,35919,29270,16327,316757,40575,82918,27674,876791,97637
2007-09-13,85412,36003,72438,34366,35103,28975,17117,334735,40158,82737,27400,891126,96684
